ID;name;region;material;pricePerUnit;currency_code;leadTime;rating;category;contactEmail;contactPhone;address;isActive
11822;Coffey, Chavez and Schmidt;NA;Ball Bearings;2974.85;USD;12;4.35;manufacturing;contact@coffeychavezandschmidt.com;+1-555-000-0000;NA Office;true
11823;Richard Ltd;APAC;Ball Bearings;2089.91;USD;31;4.45;manufacturing;contact@richardltd.com;+1-555-000-0000;APAC Office;true
11824;Galloway, Whitehead and Stewart;NA;CNC Machine Parts;4552.85;USD;10;3.85;manufacturing;contact@gallowaywhiteheadandstewart.com;+1-555-000-0000;NA Office;true
11825;Abbott, Brock and Frazier;NA;CNC Machine Parts;3933.32;USD;39;3.05;manufacturing;contact@abbottbrockandfrazier.com;+1-555-000-0000;NA Office;true
11826;Jimenez Ltd;EU;Hydraulic Pumps;148.57;USD;7;3.35;manufacturing;contact@jimenezltd.com;+1-555-000-0000;EU Office;true
11827;Smith Ltd;MEA;Industrial Lubricants;4364.3;USD;40;4.15;manufacturing;contact@smithltd.com;+1-555-000-0000;MEA Office;true
11828;Dickerson and Sons;MEA;CNC Machine Parts;8463.86;USD;34;3.95;manufacturing;contact@dickersonandsons.com;+1-555-000-0000;MEA Office;true
11829;Humphrey LLC;EU;Ball Bearings;6751.85;USD;32;4.05;manufacturing;contact@humphreyllc.com;+1-555-000-0000;EU Office;true
11830;Peterson, Li and Richards;APAC;Industrial Lubricants;4768.13;USD;38;3.55;manufacturing;contact@petersonliandrichards.com;+1-555-000-0000;APAC Office;true
11831;Delgado and Sons;EU;Industrial Lubricants;5706.94;USD;18;3.95;manufacturing;contact@delgadoandsons.com;+1-555-000-0000;EU Office;true
11832;Marsh, Lewis and Butler;APAC;Industrial Lubricants;3054.41;USD;28;3.65;manufacturing;contact@marshlewisandbutler.com;+1-555-000-0000;APAC Office;true
11833;Thomas-Williams;NA;Industrial Lubricants;8562.2;USD;31;4.55;manufacturing;contact@thomaswilliams.com;+1-555-000-0000;NA Office;true
11834;Rogers LLC;LATAM;Aluminum Sheets;4424.92;USD;27;3.25;manufacturing;contact@rogersllc.com;+1-555-000-0000;LATAM Office;true
11835;Pena, Potts and Harmon;MEA;Aluminum Sheets;7896.21;USD;38;3.45;manufacturing;contact@penapottsandharmon.com;+1-555-000-0000;MEA Office;true
11836;Jacobson, Cross and Elliott;APAC;Ball Bearings;2900.58;USD;15;4.35;manufacturing;contact@jacobsoncrossandelliott.com;+1-555-000-0000;APAC Office;true
11837;Mcclure, Young and Johnson;EU;Industrial Lubricants;9849.59;USD;34;4.95;manufacturing;contact@mcclureyoungandjohnson.com;+1-555-000-0000;EU Office;true
11838;Smith, Huynh and Thomas;NA;Aluminum Sheets;5199.32;USD;20;2.65;manufacturing;contact@smithhuynhandthomas.com;+1-555-000-0000;NA Office;true
11839;Davis, Sanchez and Oconnor;LATAM;Hydraulic Pumps;1376.77;USD;33;4.95;manufacturing;contact@davissanchezandoconnor.com;+1-555-000-0000;LATAM Office;true
11840;Mccoy, Finley and Kelly;MEA;Ball Bearings;9637.47;USD;25;4.65;manufacturing;contact@mccoyfinleyandkelly.com;+1-555-000-0000;MEA Office;true
11841;Solis Ltd;EU;CNC Machine Parts;1843.66;USD;29;3.25;manufacturing;contact@solisltd.com;+1-555-000-0000;EU Office;true
11842;Simmons-Taylor;MEA;Aluminum Sheets;788.25;USD;39;3.65;manufacturing;contact@simmonstaylor.com;+1-555-000-0000;MEA Office;true
11843;Cain, Reeves and Walton;APAC;Aluminum Sheets;778.7;USD;11;3.65;manufacturing;contact@cainreevesandwalton.com;+1-555-000-0000;APAC Office;true
11844;Keller PLC;LATAM;Aluminum Sheets;9518.93;USD;16;3.35;manufacturing;contact@kellerplc.com;+1-555-000-0000;LATAM Office;true
11845;Thompson-Griffith;LATAM;Aluminum Sheets;4564.41;USD;19;3.05;manufacturing;contact@thompsongriffith.com;+1-555-000-0000;LATAM Office;true
11846;Johnson, Lutz and Lloyd;NA;Hydraulic Pumps;7593.97;USD;33;4.05;manufacturing;contact@johnsonlutzandlloyd.com;+1-555-000-0000;NA Office;true
11847;Chapman-Fox;EU;Industrial Lubricants;5767.13;USD;11;3.85;manufacturing;contact@chapmanfox.com;+1-555-000-0000;EU Office;true
11848;Ford, Horton and Clay;APAC;Hydraulic Pumps;8134.88;USD;23;4.35;manufacturing;contact@fordhortonandclay.com;+1-555-000-0000;APAC Office;true
11849;Carter, Rivera and Jones;APAC;Aluminum Sheets;4443.28;USD;36;2.65;manufacturing;contact@carterriveraandjones.com;+1-555-000-0000;APAC Office;true
11850;Bennett, Stevenson and Chung;LATAM;Aluminum Sheets;4136.27;USD;36;2.85;manufacturing;contact@bennettstevensonandchung.com;+1-555-000-0000;LATAM Office;true
11851;Hurley-Vaughan;MEA;Ball Bearings;153.08;USD;26;3.95;manufacturing;contact@hurleyvaughan.com;+1-555-000-0000;MEA Office;true
11852;Bell, Miller and Perkins;LATAM;CNC Machine Parts;8403.7;USD;7;3.15;manufacturing;contact@bellmillerandperkins.com;+1-555-000-0000;LATAM Office;true
11853;Pittman, Pearson and Harris;EU;CNC Machine Parts;6483.45;USD;27;3.05;manufacturing;contact@pittmanpearsonandharris.com;+1-555-000-0000;EU Office;true
11854;Pollard-Aguirre;LATAM;CNC Machine Parts;9021.39;USD;8;4.75;manufacturing;contact@pollardaguirre.com;+1-555-000-0000;LATAM Office;true
11855;Robinson, Brown and Osborne;EU;CNC Machine Parts;6146.11;USD;24;4.15;manufacturing;contact@robinsonbrownandosborne.com;+1-555-000-0000;EU Office;true
11856;Green LLC;LATAM;Hydraulic Pumps;899.35;USD;23;4.45;manufacturing;contact@greenllc.com;+1-555-000-0000;LATAM Office;true
11857;Saunders-Coleman;LATAM;Hydraulic Pumps;9580.29;USD;24;2.55;manufacturing;contact@saunderscoleman.com;+1-555-000-0000;LATAM Office;true
11858;Miller, Guerrero and Fletcher;MEA;Hydraulic Pumps;6590.27;USD;12;3.75;manufacturing;contact@millerguerreroandfletcher.com;+1-555-000-0000;MEA Office;true
11859;Gill, Hines and Flores;MEA;Industrial Lubricants;7115.73;USD;34;4.65;manufacturing;contact@gillhinesandflores.com;+1-555-000-0000;MEA Office;true
11860;Gonzalez, Lewis and Clayton;MEA;Ball Bearings;6711.72;USD;23;4.75;manufacturing;contact@gonzalezlewisandclayton.com;+1-555-000-0000;MEA Office;true
11861;Smith LLC;NA;Aluminum Sheets;7235.2;USD;27;2.85;manufacturing;contact@smithllc.com;+1-555-000-0000;NA Office;true
11862;Jones, Murphy and Ward;NA;Industrial Lubricants;6064.54;USD;22;3.35;manufacturing;contact@jonesmurphyandward.com;+1-555-000-0000;NA Office;true
11863;Brown and Sons;MEA;Aluminum Sheets;8228.47;USD;36;2.65;manufacturing;contact@brownandsons.com;+1-555-000-0000;MEA Office;true
11864;Rice Group;EU;Aluminum Sheets;1718.52;USD;13;3.65;manufacturing;contact@ricegroup.com;+1-555-000-0000;EU Office;true
11865;Miller and Sons;EU;Ball Bearings;5423.75;USD;26;3.45;manufacturing;contact@millerandsons.com;+1-555-000-0000;EU Office;true
11866;Campbell, Miller and Anderson;NA;Aluminum Sheets;1087.45;USD;5;3.05;manufacturing;contact@campbellmillerandanderson.com;+1-555-000-0000;NA Office;true
11867;Guerrero Group;NA;CNC Machine Parts;9100.76;USD;34;4.65;manufacturing;contact@guerrerogroup.com;+1-555-000-0000;NA Office;true
11868;Price Inc;LATAM;Aluminum Sheets;4263.2;USD;25;3.05;manufacturing;contact@priceinc.com;+1-555-000-0000;LATAM Office;true
11869;Mccormick, Warren and Love;MEA;Industrial Lubricants;1772.9;USD;17;4.85;manufacturing;contact@mccormickwarrenandlove.com;+1-555-000-0000;MEA Office;true
11870;Porter, Shaffer and Peck;EU;Hydraulic Pumps;4557.05;USD;6;4.65;manufacturing;contact@portershafferandpeck.com;+1-555-000-0000;EU Office;true
11871;Patterson LLC;APAC;Hydraulic Pumps;7950.22;USD;32;2.75;manufacturing;contact@pattersonllc.com;+1-555-000-0000;APAC Office;true
11872;Bryant-Rodriguez;LATAM;Ball Bearings;9695.5;USD;7;4.15;manufacturing;contact@bryantrodriguez.com;+1-555-000-0000;LATAM Office;true
11873;Long-Mcdaniel;NA;CNC Machine Parts;2291.1;USD;10;4.55;manufacturing;contact@longmcdaniel.com;+1-555-000-0000;NA Office;true
11874;Chan, Mckee and Williams;LATAM;CNC Machine Parts;2942.75;USD;12;2.55;manufacturing;contact@chanmckeeandwilliams.com;+1-555-000-0000;LATAM Office;true
11875;Walker-Anderson;EU;CNC Machine Parts;5961.25;USD;19;4.55;manufacturing;contact@walkeranderson.com;+1-555-000-0000;EU Office;true
11876;Lynch-Taylor;APAC;CNC Machine Parts;6118.18;USD;8;3.25;manufacturing;contact@lynchtaylor.com;+1-555-000-0000;APAC Office;true
11877;Wong-Richardson;MEA;Aluminum Sheets;3240.28;USD;14;4.95;manufacturing;contact@wongrichardson.com;+1-555-000-0000;MEA Office;true
11878;Valentine PLC;LATAM;Industrial Lubricants;8273.01;USD;9;4.75;manufacturing;contact@valentineplc.com;+1-555-000-0000;LATAM Office;true
11879;Wyatt, Perry and Campbell;MEA;Ball Bearings;6127.8;USD;25;2.85;manufacturing;contact@wyattperryandcampbell.com;+1-555-000-0000;MEA Office;true
11880;Young Group;APAC;Ball Bearings;253.73;USD;16;3.45;manufacturing;contact@younggroup.com;+1-555-000-0000;APAC Office;true
11881;Martinez, Lyons and Evans;MEA;Aluminum Sheets;8008.86;USD;24;4.25;manufacturing;contact@martinezlyonsandevans.com;+1-555-000-0000;MEA Office;true
11882;Coleman, Luna and Dunn;NA;CNC Machine Parts;3691.85;USD;31;3.85;manufacturing;contact@colemanlunaanddunn.com;+1-555-000-0000;NA Office;true
11883;Pope and Sons;MEA;CNC Machine Parts;9728.14;USD;15;3.45;manufacturing;contact@popeandsons.com;+1-555-000-0000;MEA Office;true
11884;Cervantes, Pruitt and Campbell;NA;CNC Machine Parts;3237.31;USD;13;2.65;manufacturing;contact@cervantespruittandcampbell.com;+1-555-000-0000;NA Office;true
11885;Garcia-Patton;EU;CNC Machine Parts;1057.77;USD;24;2.85;manufacturing;contact@garciapatton.com;+1-555-000-0000;EU Office;true
11886;Simon-Williams;APAC;Aluminum Sheets;1972.46;USD;25;2.95;manufacturing;contact@simonwilliams.com;+1-555-000-0000;APAC Office;true
11887;Gibbs and Sons;EU;Aluminum Sheets;299.14;USD;32;4.35;manufacturing;contact@gibbsandsons.com;+1-555-000-0000;EU Office;true
11888;Munoz PLC;APAC;Ball Bearings;9082.27;USD;12;3.95;manufacturing;contact@munozplc.com;+1-555-000-0000;APAC Office;true
11889;Gordon, Ritter and Parks;LATAM;Ball Bearings;4282.16;USD;38;3.25;manufacturing;contact@gordonritterandparks.com;+1-555-000-0000;LATAM Office;true
11890;Kramer-Stewart;LATAM;Industrial Lubricants;9597.16;USD;18;2.95;manufacturing;contact@kramerstewart.com;+1-555-000-0000;LATAM Office;true
11891;White-Ramirez;LATAM;CNC Machine Parts;5218.76;USD;22;4.35;manufacturing;contact@whiteramirez.com;+1-555-000-0000;LATAM Office;true
11892;Padilla-Taylor;NA;Aluminum Sheets;1429.99;USD;30;4.95;manufacturing;contact@padillataylor.com;+1-555-000-0000;NA Office;true
11893;Parks Ltd;MEA;CNC Machine Parts;6370.9;USD;22;4.25;manufacturing;contact@parksltd.com;+1-555-000-0000;MEA Office;true
11894;Hahn-Solis;NA;Hydraulic Pumps;2101.14;USD;24;3.75;manufacturing;contact@hahnsolis.com;+1-555-000-0000;NA Office;true
11895;Jackson LLC;NA;Hydraulic Pumps;867.82;USD;6;5.05;manufacturing;contact@jacksonllc.com;+1-555-000-0000;NA Office;true
11896;Snow Group;APAC;Industrial Lubricants;2131.41;USD;29;5.05;manufacturing;contact@snowgroup.com;+1-555-000-0000;APAC Office;true
11897;Schwartz-Trevino;LATAM;Hydraulic Pumps;264.65;USD;22;4.65;manufacturing;contact@schwartztrevino.com;+1-555-000-0000;LATAM Office;true
11898;Parker-Lane;LATAM;Hydraulic Pumps;866.36;USD;33;4.75;manufacturing;contact@parkerlane.com;+1-555-000-0000;LATAM Office;true
11899;Cox, Stone and Tucker;LATAM;Industrial Lubricants;7181.35;USD;17;3.75;manufacturing;contact@coxstoneandtucker.com;+1-555-000-0000;LATAM Office;true
11900;Bell, Perez and White;LATAM;Aluminum Sheets;9936.8;USD;7;3.45;manufacturing;contact@bellperezandwhite.com;+1-555-000-0000;LATAM Office;true
11901;Crawford Group;APAC;Aluminum Sheets;4011.8;USD;13;3.25;manufacturing;contact@crawfordgroup.com;+1-555-000-0000;APAC Office;true
11902;Trevino-Brown;NA;Ball Bearings;6120.53;USD;16;4.45;manufacturing;contact@trevinobrown.com;+1-555-000-0000;NA Office;true
11903;Thompson Inc;MEA;Ball Bearings;5865.06;USD;31;4.65;manufacturing;contact@thompsoninc.com;+1-555-000-0000;MEA Office;true
11904;Owens-Brown;LATAM;Ball Bearings;6619.07;USD;24;3.85;manufacturing;contact@owensbrown.com;+1-555-000-0000;LATAM Office;true
11905;Simpson-Ramirez;MEA;Industrial Lubricants;4911.18;USD;36;3.55;manufacturing;contact@simpsonramirez.com;+1-555-000-0000;MEA Office;true
11906;Hicks-Walton;NA;CNC Machine Parts;353.58;USD;36;4.95;manufacturing;contact@hickswalton.com;+1-555-000-0000;NA Office;true
11907;Caldwell Inc;MEA;CNC Machine Parts;7032.98;USD;25;3.45;manufacturing;contact@caldwellinc.com;+1-555-000-0000;MEA Office;true
11908;Ray LLC;NA;Ball Bearings;9877.89;USD;15;3.75;manufacturing;contact@rayllc.com;+1-555-000-0000;NA Office;true
11909;Vasquez PLC;MEA;Hydraulic Pumps;7532.37;USD;22;3.25;manufacturing;contact@vasquezplc.com;+1-555-000-0000;MEA Office;true
11910;Jennings Group;APAC;Industrial Lubricants;2414.04;USD;15;2.65;manufacturing;contact@jenningsgroup.com;+1-555-000-0000;APAC Office;true
11911;Fuentes Ltd;MEA;Hydraulic Pumps;4977.94;USD;34;3.65;manufacturing;contact@fuentesltd.com;+1-555-000-0000;MEA Office;true
11912;Erickson, Owen and Snyder;LATAM;Hydraulic Pumps;7504.53;USD;7;4.15;manufacturing;contact@ericksonowenandsnyder.com;+1-555-000-0000;LATAM Office;true
11913;Gutierrez, Mccormick and Singh;NA;CNC Machine Parts;7586.66;USD;9;3.85;manufacturing;contact@gutierrezmccormickandsingh.com;+1-555-000-0000;NA Office;true
11914;Johnson LLC;MEA;Hydraulic Pumps;9271.88;USD;40;4.35;manufacturing;contact@johnsonllc.com;+1-555-000-0000;MEA Office;true
11915;Miller, Cummings and Cummings;NA;CNC Machine Parts;2969.28;USD;39;3.75;manufacturing;contact@millercummingsandcummings.com;+1-555-000-0000;NA Office;true
11916;Benson-Edwards;EU;Aluminum Sheets;4187.06;USD;18;5.05;manufacturing;contact@bensonedwards.com;+1-555-000-0000;EU Office;true
11917;Anderson Ltd;LATAM;Ball Bearings;3167.35;USD;36;2.65;manufacturing;contact@andersonltd.com;+1-555-000-0000;LATAM Office;true
11918;Newton LLC;APAC;Aluminum Sheets;5847.58;USD;9;2.75;manufacturing;contact@newtonllc.com;+1-555-000-0000;APAC Office;true
11919;Torres Inc;NA;Hydraulic Pumps;322.16;USD;13;4.55;manufacturing;contact@torresinc.com;+1-555-000-0000;NA Office;true
11920;Caldwell Inc;MEA;Ball Bearings;6786.1;USD;20;2.85;manufacturing;contact@caldwellinc.com;+1-555-000-0000;MEA Office;true
11921;Miller, Hayes and Hill;EU;CNC Machine Parts;5627.84;USD;24;4.55;manufacturing;contact@millerhayesandhill.com;+1-555-000-0000;EU Office;true
11922;Jimenez Group;APAC;CNC Machine Parts;5020.58;USD;31;3.55;manufacturing;contact@jimenezgroup.com;+1-555-000-0000;APAC Office;true
11923;Schmidt Ltd;APAC;CNC Machine Parts;2703.48;USD;34;4.25;manufacturing;contact@schmidtltd.com;+1-555-000-0000;APAC Office;true
11924;Villanueva Ltd;LATAM;Aluminum Sheets;2293.63;USD;38;4.85;manufacturing;contact@villanuevaltd.com;+1-555-000-0000;LATAM Office;true
11925;Rogers, Boyd and Goodman;NA;Industrial Lubricants;3869.13;USD;17;4.75;manufacturing;contact@rogersboydandgoodman.com;+1-555-000-0000;NA Office;true
11926;Anderson-White;EU;Hydraulic Pumps;7581.67;USD;20;3.95;manufacturing;contact@andersonwhite.com;+1-555-000-0000;EU Office;true
11927;Bender-Thompson;MEA;Hydraulic Pumps;3434.52;USD;19;4.45;manufacturing;contact@benderthompson.com;+1-555-000-0000;MEA Office;true
11928;Wright LLC;LATAM;Hydraulic Pumps;5719.31;USD;7;3.05;manufacturing;contact@wrightllc.com;+1-555-000-0000;LATAM Office;true
11929;Matthews, Hale and Bennett;MEA;Industrial Lubricants;3130.02;USD;18;2.75;manufacturing;contact@matthewshaleandbennett.com;+1-555-000-0000;MEA Office;true
11930;Brown LLC;EU;Hydraulic Pumps;6742.7;USD;10;3.95;manufacturing;contact@brownllc.com;+1-555-000-0000;EU Office;true
11931;Goodman-Thomas;NA;Aluminum Sheets;2126.64;USD;29;4.95;manufacturing;contact@goodmanthomas.com;+1-555-000-0000;NA Office;true
11932;Coleman-Newton;NA;CNC Machine Parts;4375.88;USD;8;3.85;manufacturing;contact@colemannewton.com;+1-555-000-0000;NA Office;true
11933;Porter, Ward and Orozco;NA;Ball Bearings;8147.31;USD;30;3.25;manufacturing;contact@porterwardandorozco.com;+1-555-000-0000;NA Office;true
11934;Baker PLC;NA;Hydraulic Pumps;8535.61;USD;28;3.45;manufacturing;contact@bakerplc.com;+1-555-000-0000;NA Office;true
11935;Choi-Davis;LATAM;Ball Bearings;1987.14;USD;10;3.15;manufacturing;contact@choidavis.com;+1-555-000-0000;LATAM Office;true
11936;Lee Group;MEA;CNC Machine Parts;351.16;USD;8;3.45;manufacturing;contact@leegroup.com;+1-555-000-0000;MEA Office;true
11937;Garcia-Welch;APAC;Industrial Lubricants;9148.86;USD;11;4.05;manufacturing;contact@garciawelch.com;+1-555-000-0000;APAC Office;true
11938;Vasquez-Gomez;MEA;Aluminum Sheets;2190.29;USD;28;3.15;manufacturing;contact@vasquezgomez.com;+1-555-000-0000;MEA Office;true
11939;Dunlap LLC;NA;Ball Bearings;6757.02;USD;37;4.35;manufacturing;contact@dunlapllc.com;+1-555-000-0000;NA Office;true
11940;Payne-Bates;APAC;Industrial Lubricants;5940.4;USD;24;4.65;manufacturing;contact@paynebates.com;+1-555-000-0000;APAC Office;true
11941;Hughes, Adams and Jones;APAC;Aluminum Sheets;6447.61;USD;27;3.05;manufacturing;contact@hughesadamsandjones.com;+1-555-000-0000;APAC Office;true
11942;Lloyd LLC;NA;Hydraulic Pumps;2618.02;USD;38;4.75;manufacturing;contact@lloydllc.com;+1-555-000-0000;NA Office;true
11943;Gibson, Black and Bennett;LATAM;Ball Bearings;5467.71;USD;7;4.35;manufacturing;contact@gibsonblackandbennett.com;+1-555-000-0000;LATAM Office;true
11944;Mullins Inc;MEA;Industrial Lubricants;4089.52;USD;38;4.25;manufacturing;contact@mullinsinc.com;+1-555-000-0000;MEA Office;true
11945;Whitney, Price and Haney;MEA;Aluminum Sheets;6392.9;USD;35;4.65;manufacturing;contact@whitneypriceandhaney.com;+1-555-000-0000;MEA Office;true
11946;James-Willis;EU;Hydraulic Pumps;6770.85;USD;12;4.45;manufacturing;contact@jameswillis.com;+1-555-000-0000;EU Office;true
11947;Wells PLC;NA;Hydraulic Pumps;9625.5;USD;12;2.95;manufacturing;contact@wellsplc.com;+1-555-000-0000;NA Office;true
11948;Huber, Villegas and Rogers;LATAM;CNC Machine Parts;1359.67;USD;27;4.15;manufacturing;contact@hubervillegasandrogers.com;+1-555-000-0000;LATAM Office;true
11949;Hernandez-Johnson;APAC;Aluminum Sheets;1430.39;USD;34;2.65;manufacturing;contact@hernandezjohnson.com;+1-555-000-0000;APAC Office;true
11950;Wilkerson-Gardner;EU;Ball Bearings;5704.8;USD;16;3.85;manufacturing;contact@wilkersongardner.com;+1-555-000-0000;EU Office;true
11951;Mcdonald, Maynard and Nixon;LATAM;Hydraulic Pumps;5324.02;USD;5;3.65;manufacturing;contact@mcdonaldmaynardandnixon.com;+1-555-000-0000;LATAM Office;true
11952;Moore Inc;MEA;CNC Machine Parts;2871.96;USD;12;2.75;manufacturing;contact@mooreinc.com;+1-555-000-0000;MEA Office;true
11953;Hunt, Smith and Kelly;LATAM;Industrial Lubricants;5881.03;USD;7;4.85;manufacturing;contact@huntsmithandkelly.com;+1-555-000-0000;LATAM Office;true
11954;Long-Jones;EU;Aluminum Sheets;8602.83;USD;26;4.05;manufacturing;contact@longjones.com;+1-555-000-0000;EU Office;true
11955;White-Olsen;NA;Ball Bearings;4397.9;USD;25;3.35;manufacturing;contact@whiteolsen.com;+1-555-000-0000;NA Office;true
11956;Lindsey, Arias and Small;EU;Industrial Lubricants;7589.37;USD;11;4.25;manufacturing;contact@lindseyariasandsmall.com;+1-555-000-0000;EU Office;true
11957;Stephens PLC;EU;Hydraulic Pumps;2596.65;USD;37;3.25;manufacturing;contact@stephensplc.com;+1-555-000-0000;EU Office;true
11958;Allen, Woods and Lewis;APAC;Ball Bearings;2364.92;USD;34;3.05;manufacturing;contact@allenwoodsandlewis.com;+1-555-000-0000;APAC Office;true
11959;Murphy PLC;LATAM;Industrial Lubricants;1188;USD;17;4.95;manufacturing;contact@murphyplc.com;+1-555-000-0000;LATAM Office;true
11960;Buchanan-Murphy;LATAM;Aluminum Sheets;5514.7;USD;22;4.45;manufacturing;contact@buchananmurphy.com;+1-555-000-0000;LATAM Office;true
11961;Thomas Ltd;MEA;Aluminum Sheets;3811.73;USD;27;3.75;manufacturing;contact@thomasltd.com;+1-555-000-0000;MEA Office;true
11962;Griffin-Davis;EU;Industrial Lubricants;9170.02;USD;28;4.05;manufacturing;contact@griffindavis.com;+1-555-000-0000;EU Office;true
11963;Peters-James;EU;Hydraulic Pumps;2329.19;USD;7;4.35;manufacturing;contact@petersjames.com;+1-555-000-0000;EU Office;true
11964;Hill, Martin and Mitchell;EU;Ball Bearings;4762.19;USD;34;4.85;manufacturing;contact@hillmartinandmitchell.com;+1-555-000-0000;EU Office;true
11965;Mejia LLC;LATAM;Industrial Lubricants;8460.61;USD;34;4.15;manufacturing;contact@mejiallc.com;+1-555-000-0000;LATAM Office;true
11966;Good, Sosa and Miller;LATAM;CNC Machine Parts;7067.36;USD;28;3.85;manufacturing;contact@goodsosaandmiller.com;+1-555-000-0000;LATAM Office;true
11967;Shaffer-Mcmillan;LATAM;Aluminum Sheets;1199.89;USD;29;4.75;manufacturing;contact@shaffermcmillan.com;+1-555-000-0000;LATAM Office;true
11968;Stevens LLC;EU;CNC Machine Parts;4300.57;USD;35;4.95;manufacturing;contact@stevensllc.com;+1-555-000-0000;EU Office;true
11969;Taylor, Williams and Meyer;APAC;Hydraulic Pumps;7691.07;USD;36;4.95;manufacturing;contact@taylorwilliamsandmeyer.com;+1-555-000-0000;APAC Office;true
